Index,Commit Message Abstract,Score Abstract,Corresponding Changelog Sentence Abstract,Commit Desription Abstract,Label
1091,Translated using Weblate (Svenska),0.6099737,Translation updates,Currently translated at 100.0% (37 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/,0
1092,Update README; remove old files (#81),0.46919107,Full Changelog: link,Currently translated at 100.0% (37 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/,0
1093,Updated how the theming is handled (to make it more flexible),0.5094744,Rework Application Class by @Marukesu in link,,0
1094,Remove unecessary CMake flag,0.4919382, * Support -h flag for help,Currently translated at 100.0% (37 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/,0
1095,Extra: rename mo.po to ro_MD.po (#600),0.36666042,Rework Application Class by @Marukesu in link,,0
1096,Got rid of all the using statements.,0.31768933,* Updated translations,,0
1097,Add Travis CI (#83),0.40044206, * Add accels to tooltips,,0
1098,Translated using Weblate (polski),0.6005615,Translation updates,,0
1099,add appdata.xml,0.40895385, * Add accels to tooltips,"Add option ""-h"" to show application help Implement ""-h"" & ""--help"" option flags to show application help. This change overrides the default exit behaviour of the default help option handling to keep existing terminals open. Update comment style as suggested. Co-Authored-By: psetq me@psetq.com",0
1100,Removed trailing whitespace.,0.4790783,Slightly pad text from the edge of the window,,0
1101,"Use proper NoDisplay value to stop ""Open Terminal Here"" from showing up in Slingshot and other application launchers.",0.4800132,Prevent unnecessary Home tab on startup,,0
1102,Switch to GHCR containers (#712),0.8261564,Switch to GHCR containers by @davidmhewitt in link,Fix search jumping behaviour Change a comment,1
1103,indentation fix,0.4366577,This release includes several bug fixes,,0
1104,using GLib.warning instead of printf for context error handling,0.5018557,Show text details in unsafe paste dialogs,,0
1105,url's with colon ':' also recognized,0.55097044,Fix URL selection,PantheonTerminalWindow: Make search action a boolean Check for empty collection,0
1106,Improvements to the Foreground Process dialog.,0.5332775,* Fix a wrong foreground process response code,"Currently translated at 100,0% (37 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/",0
1107,Fixed bug #1064857.,0.70355123,This release includes several bug fixes,Currently translated at 100.0% (37 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/,1
1108,Cleaned some code.,0.49632204,* Fix a wrong foreground process response code,Currently translated at 94.6% (35 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/,0
1109,Removed Show Toolbar related code.,0.49256507,MainWindow: Update context menu on menu key press by @ryonakano in link,Currently translated at 100.0% (37 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/,0
1110,Remove unused variable,0.2991589,Application: Properly Unexport the DBus Interface on Exit by @Marukesu in link,Currently translated at 100.0% (37 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/,0
1111,CMake port in progress,0.41159448,Application: Properly Unexport the DBus Interface on Exit by @Marukesu in link,Currently translated at 100.0% (37 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/,0
1112,fixed bug #1093372,0.6948485,This release includes several bug fixes,"Currently translated at 100,0% (37 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/",0
1113,changed the zoom factor,0.69818306,Zoom levels are now remembered per-tab,"Currently translated at 100,0% (37 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/",0
1114,"Add keypad shortcuts, use action_name (#195)",0.6827851,Show keyboard shortcuts in the secondary-click menu,Currently translated at 100.0% (37 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/,0
1115,Minimal changes to code.,0.44079235,This release contains translations update and a minor API fix.,"Currently translated at 100,0% (37 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/",0
1116,Removed lines of code changed that have nothing to do with this fix.,0.5187571,* Fix a wrong foreground process response code,Currently translated at 100.0% (37 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/,0
1117,"New, more flexible RegEx. Approved by David Gomes.",0.38200486,New features:,Currently translated at 100.0% (37 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/,0
1118,Removed unused code,0.49356437,* Fix a wrong foreground process response code,Currently translated at 100.0% (37 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/,0
1119,Fixed shortcuts.,0.6497185,Show keyboard shortcuts in the secondary-click menu,Currently translated at 100.0% (37 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/,0
1120,terminalwidget: fixed background transparency,0.53266805,Avoid losing focus when closing background tabs,"Currently translated at 100,0% (37 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/",0
1121,Translated using Weblate (Welsh),0.61846745,Translation updates,Currently translated at 100.0% (37 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/,0
1122,Rename PantheonTerminalApp to TerminalApp (#260),0.54385793,pantheon-terminal 0.4.3 is out!,"Currently translated at 100,0% (37 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/",0
1123,Minor Code Changes,0.54110503,This release contains translations update and a minor API fix.,,0
1124,DynamicNotebook: Fixed duplication bug #1214143.,0.49048418,Rework Application Class by @Marukesu in link,,0
1125,Merged fixed-paste.,0.5572311,Also warn about multi-line pastes,,0
1126,Add a notification callback for fish,0.41867328,Notifications indicate if a process exited with errors or not,,0
1127,change colour back to white (#208),0.58097017,Use neutral colors for the dark style scheme,,0
1128,Made infinite scrollback default.,0.5955702, * Add Alt+↑ action to scroll to last command,Remember cursor position when Enter pressed. Implement get_last_output function and copy result to clipboard Rename action and set enabled according to presence of output. Ensure copy_output action sensitivity correct before use. Do not reset remembered position when foreground process is running. Include multi-line commands when copying output. Remember start and end row of command Disable copy output if window resized between start of command and copying use lower case for consistency Co-Authored-By: jeremypw jeremy@elementaryos.org Remove commented out code,0
1129,Remove marlin reference,0.38610995,Application: Properly Unexport the DBus Interface on Exit by @Marukesu in link,"Currently translated at 100,0% (36 of 36 strings) Translation: Terminal/Terminal Translate-URL: link/",0
1130,"Change definition of a ""word"" in TerminalWidget to fix bug #1028595.",0.41344625,Add commandline option for New Window (-n),Currently translated at 100.0% (36 of 36 strings) Translation: Terminal/Terminal Translate-URL: link/,0
1131,disallow creating new windows by dragging tabs,0.6762884,Prevent duplicate tab on startup,Currently translated at 97.2% (35 of 36 strings) Translation: Terminal/Terminal Translate-URL: link/,0
1132,src/UnsafePasteDialog.vala: code style cleanup,0.50451493,Show text details in unsafe paste dialogs,Currently translated at 100.0% (36 of 36 strings) Translation: Terminal/Terminal Translate-URL: link/,0
1133,Adapt to type change of Gdk.Key constants to fix build with valac 0.42,0.99645877,* Adapt to type change of Gdk.Key constants to fix build with valac 0.42,"Currently translated at 100,0% (36 of 36 strings) Translation: Terminal/Terminal Translate-URL: link/",1
1134,PantheonTerminalWindow.vala: make Gtk.Atom nullable (#183),0.497404,* Adapt to type change of Gdk.Key constants to fix build with valac 0.42,"Currently translated at 100,0% (36 of 36 strings) Translation: Terminal/Terminal Translate-URL: link/",0
1135,Added constant for 'New Root Tab' string.,0.61136353,Add commandline option for New Tab (-t),"Currently translated at 100,0% (36 of 36 strings) Translation: Terminal/Terminal Translate-URL: link/",0
1136,Use the terminal_id property as restore key when making tabs restorable,0.59124416,Don't remember tabs when History is disabled in System Settings,"Currently translated at 100,0% (36 of 36 strings) Translation: Terminal/Terminal Translate-URL: link/",0
1137,Updated help link so now it points to elementary.io permalink,0.51577973,Full Changelog: link,Currently translated at 100.0% (36 of 36 strings) Translation: Terminal/Terminal Translate-URL: link/,0
1138,Temporarily disable dragging tabs to create new windows. Approved by Cody Garver.,0.6495044,Prevent duplicate tab on startup,Currently translated at 100.0% (36 of 36 strings) Translation: Terminal/Terminal Translate-URL: link/,0
1139,Improved general PantheonTerminalWindow key shortcuts.,0.64318633,Show keyboard shortcuts in the secondary-click menu,"Currently translated at 100,0% (36 of 36 strings) Translation: Terminal/Terminal Translate-URL: link/",0
1140,Forgot the schema file,0.4554203,* Fix a wrong foreground process response code,Currently translated at 100.0% (36 of 36 strings) Translation: Terminal/Terminal Translate-URL: link/,0
1141,Fixed ForegroundProcess Dialog UI,0.58418995,Avoid losing focus when closing background tabs,Currently translated at 100.0% (36 of 36 strings) Translation: Terminal/Terminal Translate-URL: link/,0
1142,Allow tab to close after typing 'exit' at the commandline. (#92),0.60589164,Avoid losing focus when closing background tabs,"Currently translated at 100,0% (36 of 36 strings) Translation: Terminal/Terminal Translate-URL: link/",0
1143,First steps towards atting Alt+N shortcuts.,0.66488767,Show keyboard shortcuts in the secondary-click menu,Currently translated at 100.0% (36 of 36 strings) Translation: Terminal/Terminal Translate-URL: link/,0
1144,Grab focus to terminal widget when restoring (#204),0.5822184,* Return focus after popover menu closes,"Currently translated at 100,0% (36 of 36 strings) Translation: Terminal/Terminal Translate-URL: link/",0
1145,Removed all Gtk.Stock calls according to the GTK+ 3.10 deprecation (but that works on older GTK+ versions).,0.41891527,* Adapt to type change of Gdk.Key constants to fix build with valac 0.42,Currently translated at 100.0% (36 of 36 strings) Translation: Terminal/Terminal Translate-URL: link/,0
1146,Can now switch tabs with Ctrl+Shift+Tab,0.9575563,Switch tabs with the shortcuts Ctrl + Tab and Ctrl + Shift + Tab,,1
1147,MainWindow: Use Hdy.HeaderBar and Hdy.init (#523),0.60002387,MainWindow: Update context menu on menu key press by @ryonakano in link,Currently translated at 100.0% (35 of 35 strings) Translation: Terminal/Terminal Translate-URL: link/,0
1148,Translated using Weblate (Belarusian),0.5645455,Translation updates,,0
1149,Meson build (#220),0.50468165,Update Meson Files by @Marukesu in link,Adds accels to tooltip markup Use sentence case in tooltips,0
1150,Revised desktop file - only a single one needed,0.41591525,Full Changelog: link,,0
1151,fixed bug #910165,0.6969713,This release includes several bug fixes,Currently translated at 100.0% (8 of 8 strings) Translation: Terminal/Extra Translate-URL: link/,0
1152,fixed bug #910248. We should drop the About and Preferences menu from the Terminal's context menu,0.6323871,* Pressing the Menu key now opens the context menu,,0
1153,"Even more code organization, commiting from Pantheon Terminal.",0.40591943,pantheon-terminal 0.4.2 is out!,Currently translated at 100.0% (35 of 35 strings) Translation: Terminal/Terminal Translate-URL: link/,0
1154,Translated using Weblate (Hebrew),0.59136105,Translation updates,,0
1155,fixes bug #1047106 by changing deprecated HBox to 'Box + Gtk.Orientation',0.5163082,* Adapt to type change of Gdk.Key constants to fix build with valac 0.42,Make ACTION_SEARCH_NEXT and ACTION_SEARCH_PREVIOUS conditional on whether search bar is active,0
